Drug1,Drug2
DB00982,DB00987
DB00412,DB00441
DB00917,DB00947
DB00481,DB00822
DB01586,DB02587
DB00363,DB00428
DB01050,DB01262
DB00636,DB01234
DB00421,DB00470
DB00158,DB01393
DB00641,DB00694
DB00515,DB01275
DB00541,DB00605
DB00158,DB00255
DB00608,DB01169
DB00863,DB00907
DB03255,DB03843
DB00396,DB00675
DB00313,DB00640
DB00338,DB01065
DB00184,DB01592
DB00796,DB04216
DB01030,DB03843
DB00863,DB03843
DB01262,DB01394
DB00477,DB00877
DB00175,DB00313
DB00316,DB01852
DB00571,DB01373
DB00435,DB00877
DB00566,DB00877
DB00435,DB01183
DB00907,DB01026
DB00412,DB01115
DB00783,DB00864
DB00126,DB00290
DB01234,DB01345
DB02169,DB04557
DB00605,DB01593
DB00753,DB01645
DB00495,DB00636
DB00477,DB00531
DB02546,DB02656
DB01229,DB01373
DB00126,DB01169
DB00313,DB00970
DB00523,DB04216
DB00550,DB00863
DB00694,DB01076
DB00958,DB01645
DB00338,DB00412
DB00255,DB00421
DB00277,DB02533
DB00396,DB00853
DB00586,DB01454
DB00515,DB01236
DB01759,DB02379
DB00126,DB01166
DB00761,DB00783
DB00170,DB00975
DB00197,DB01645
DB00550,DB03128
DB00945,DB01169
DB00544,DB01169
DB00431,DB04173
DB01296,DB01645
DB00184,DB00495
DB03619,DB04216
DB00572,DB00755
DB00435,DB00678
DB00331,DB04540
DB00313,DB02056
DB00126,DB00281
DB01586,DB01645
DB01222,DB02656
DB00966,DB01174
DB00627,DB01221
DB00136,DB00570
DB00605,DB01234
DB00412,DB00501
DB00136,DB01093
DB00396,DB01024
DB00755,DB02424
DB00531,DB01229
DB00564,DB00970
DB00975,DB01577
DB00396,DB00502
DB00091,DB01174
DB00669,DB00755
DB00126,DB00316
DB00795,DB01030
DB00412,DB00945
DB01356,DB02901
DB00126,DB01064
DB00407,DB00624
DB00331,DB00566
DB00338,DB04216
DB00316,DB00526
DB01026,DB02379
DB00136,DB00394
DB00368,DB02533
DB00252,DB00627
DB01229,DB01700
DB00295,DB00605
DB00947,DB00988
DB00091,DB00254
DB00515,DB00661
DB00970,DB00988
DB00252,DB00977
DB00206,DB00564
DB00898,DB04539
DB00512,DB00641
DB00481,DB01221
DB00122,DB01026
DB00544,DB01064
DB00759,DB00783
DB00755,DB01345
DB00184,DB00586
DB00421,DB00526
DB01169,DB02546
DB00970,DB00987
DB00197,DB00317
DB00316,DB01200
DB00134,DB01454
DB00624,DB00669
DB00431,DB01085
DB00255,DB00571
DB00396,DB02145
DB00431,DB00762
DB00834,DB00997
DB00122,DB02527
DB00988,DB01076
DB00571,DB01039
DB00158,DB00661
DB00201,DB04115
DB00316,DB00947
DB00201,DB04540
DB00388,DB01183
DB00197,DB00682
DB00328,DB00481
DB00136,DB02010
DB01373,DB01454
DB00741,DB01262
DB00184,DB00783
DB01039,DB03568
DB00563,DB00583
DB00158,DB00313
DB00859,DB02709
DB01262,DB01880
DB01221,DB02901
DB00262,DB00495
DB01234,DB04540
DB01097,DB04216
DB00798,DB01254
DB00624,DB01232
DB00584,DB01041
DB00746,DB00798
DB00563,DB00798
DB00162,DB00262
DB00917,DB02587
DB00316,DB00841
DB00584,DB00763
DB00331,DB00988
DB00563,DB00571
DB00928,DB00970
DB01370,DB02656
DB00396,DB01577
DB00541,DB01592
DB00396,DB01149
DB00331,DB00987
DB00188,DB00977
DB00363,DB00544
DB00563,DB00668
DB00472,DB01030
DB00188,DB00566
DB00834,DB00877
DB00316,DB00829
DB00179,DB04216
DB01076,DB02656
DB01181,DB01593
DB00741,DB01698
DB00624,DB02375
DB00898,DB02656
DB01118,DB04348
DB00759,DB02656
DB00531,DB01222
DB01393,DB02587
DB00122,DB02379
DB00363,DB01593
DB00396,DB02169
DB00252,DB00773
DB00184,DB00458
DB00136,DB00695
DB00277,DB00755
DB00143,DB04557
DB00162,DB00305
DB00841,DB00898
DB00636,DB00997
DB00134,DB00544
DB00171,DB00860
DB00316,DB01042
DB00118,DB00550
DB00772,DB01645
DB00554,DB01050
DB00997,DB04557
DB00399,DB02587
DB00502,DB00564
DB00363,DB00481
DB00755,DB04115
DB00325,DB00822
DB00388,DB04743
DB00755,DB04540
DB00252,DB01393
DB00563,DB00950
DB00122,DB00499
DB00201,DB00988
DB00162,DB01229
DB00122,DB00512
DB00184,DB02656
DB00635,DB00834
DB00649,DB01593
DB00313,DB00338
DB01094,DB02709
DB00317,DB01577
DB00177,DB01296
DB00917,DB01645
DB00863,DB01593
DB00682,DB01030
DB00166,DB01076
DB00796,DB01169
DB01181,DB01234
DB00435,DB02424
DB01254,DB01296
DB00313,DB00627
DB00741,DB00746
DB00898,DB01076
DB00550,DB01085
DB00363,DB01234
DB00312,DB00396
DB00550,DB00762
DB00526,DB04224
DB00134,DB00481
DB00495,DB01254
DB00526,DB00584
DB00412,DB02527
DB01065,DB01183
DB00368,DB00755
DB00313,DB00977
DB00624,DB01356
DB00295,DB01592
DB00675,DB00773
DB00388,DB00910
DB00368,DB03796
DB00523,DB01169
DB00495,DB00554
DB00541,DB00586
DB00091,DB00608
DB00695,DB00907
DB00435,DB01345
DB00184,DB01065
DB00396,DB00796
DB00277,DB01115
DB00945,DB03518
DB00563,DB01576
DB00649,DB01234
DB00290,DB04557
DB00170,DB04557
DB00428,DB00605
DB01393,DB01645
DB01042,DB03843
DB00396,DB01373
DB00325,DB00388
DB01030,DB01234
DB00863,DB01234
DB00254,DB00396
DB00762,DB01370
DB00388,DB01136
DB00201,DB00407
DB00627,DB00783
DB00564,DB00627
DB00328,DB01050
DB00763,DB00947
DB00227,DB00898
DB00796,DB01064
DB00605,DB00997
DB01234,DB01393
DB00126,DB00669
DB00316,DB02587
DB00550,DB00563
DB00636,DB00877
DB00624,DB01394
DB00773,DB00907
DB00197,DB00798
DB00441,DB01045
DB00431,DB02901
DB00541,DB00783
DB00564,DB00977
DB01454,DB01698
DB01204,DB02709
DB00162,DB01262
DB00175,DB01229
DB01118,DB01248
DB00134,DB00143
DB00822,DB01093
DB00668,DB00977
DB00295,DB00495
DB00171,DB00277
DB00544,DB00669
DB00188,DB01393
DB00338,DB01169
DB00523,DB01064
DB01050,DB01132
DB01234,DB01275
DB00368,DB01115
DB00188,DB00255
DB00091,DB02533
DB00197,DB00641
DB00421,DB02587
DB01104,DB01593
DB00877,DB01262
DB00328,DB00859
DB00550,DB00790
DB00169,DB00907
DB00197,DB00668
DB00295,DB00860
DB00482,DB00571
DB00388,DB01919
DB00126,DB00203
DB00798,DB00928
DB00143,DB00917
DB00328,DB00759
DB00277,DB00945
DB00325,DB01221
DB00126,DB01232
DB00368,DB01017
DB00755,DB00988
DB00499,DB00624
DB00977,DB01576
DB00499,DB04827
DB00795,DB02587
DB00526,DB03843
DB00264,DB02379
DB00396,DB01700
DB00636,DB00678
DB01045,DB01118
DB00959,DB01030
DB00755,DB00987
DB00255,DB00970
DB00586,DB01050
DB00388,DB02424
DB00412,DB02379
DB00947,DB04827
DB00162,DB01222
DB00295,DB00586
DB00407,DB01041
DB01234,DB01236
DB00783,DB01852
DB00262,DB01065
DB00331,DB00993
DB00264,DB00499
DB00158,DB00262
DB00338,DB01064
DB01065,DB04743
DB01104,DB01234
DB01174,DB01698
DB00571,DB01254
DB00501,DB01174
DB00605,DB00877
DB00307,DB00624
DB00316,DB01645
DB00255,DB02010
DB00407,DB00763
DB00526,DB03518
DB00503,DB00526
DB00563,DB00570
DB00175,DB01262
DB00746,DB01093
DB00441,DB01370
DB00126,DB02709
DB00563,DB01093
DB00143,DB00898
DB00641,DB00947
DB01097,DB01169
DB04115,DB04216
DB01852,DB02379
DB00136,DB00834
DB00396,DB01039
DB01229,DB01254
DB00262,DB00412
DB00627,DB02656
DB00313,DB01393
DB00877,DB01698
DB01064,DB01852
DB00328,DB00796
DB00477,DB04540
DB00675,DB00936
DB00421,DB01645
DB00091,DB00772
DB00470,DB00970
DB00170,DB00917
DB00435,DB04115
DB00435,DB04540
DB00928,DB00977
DB00566,DB04540
DB00544,DB02709
DB00290,DB00917
DB00541,DB02656
DB00328,DB00368
DB00515,DB01229
DB00477,DB00566
DB00533,DB00977
DB00428,DB04573
DB00158,DB00305
DB00134,DB01050
DB00503,DB00947
DB01030,DB01050
DB00252,DB04173
DB00481,DB02656
DB00162,DB00746
DB01118,DB03568
DB00834,DB02424
DB01065,DB01136
DB00624,DB01880
DB00331,DB00624
DB01039,DB01296
DB00177,DB00898
DB01356,DB01592
DB00641,DB00841
DB00158,DB01229
DB00143,DB01454
DB00316,DB00317
DB00262,DB04216
DB00407,DB00564
DB00564,DB01393
DB00762,DB01577
DB00997,DB01454
DB00550,DB03467
DB00495,DB00928
DB00627,DB01076
DB00977,DB01093
DB00541,DB01065
DB00550,DB02901
DB00184,DB00788
DB00396,DB04743
DB01039,DB04557
DB00431,DB00822
DB00290,DB00898
DB00126,DB01356
DB00572,DB02379
DB00316,DB00682
DB00834,DB01345
DB00171,DB00412
DB00188,DB00313
DB00313,DB00471
DB00412,DB01045
DB00328,DB01183
DB00169,DB00515
DB00428,DB01592
DB00783,DB01200
DB00531,DB00727
DB02379,DB04173
DB00313,DB01236
DB00715,DB04216
DB00571,DB00864
DB00126,DB00550
DB00763,DB02587
DB00945,DB01356
DB01065,DB01919
DB00544,DB01356
DB01394,DB03843
DB00481,DB01076
DB00945,DB01593
DB00531,DB01132
DB00783,DB00947
DB00669,DB02379
DB00407,DB00541
DB00118,DB00997
DB00675,DB04173
DB00316,DB01159
DB00184,DB00533
DB00363,DB00997
DB00987,DB02527
DB00515,DB01262
DB00317,DB00636
DB00681,DB04216
DB00325,DB00495
DB00338,DB01118
DB00252,DB00762
DB00328,DB00753
DB00641,DB01042
DB00126,DB01394
DB00227,DB00675
DB00394,DB00495
DB00201,DB00624
DB00499,DB00523
DB00201,DB04827
DB00175,DB00541
DB00136,DB00863
DB01064,DB01200
DB01221,DB01592
DB00091,DB00755
DB00171,DB04216
DB00583,DB01234
DB00290,DB01454
DB00170,DB01454
DB00977,DB02010
DB00554,DB04743
DB00316,DB01120
DB00695,DB00741
DB00649,DB00997
DB00945,DB01394
DB00388,DB04115
DB00091,DB03796
DB00477,DB00988
DB00158,DB01262
DB00313,DB00936
DB00136,DB03128
DB00412,DB01164
DB00863,DB00997
DB01394,DB03518
DB00566,DB00988
DB00126,DB01599
DB00313,DB00661
DB00277,DB02527
DB00773,DB03568
DB00091,DB02315
DB01042,DB01593
DB00982,DB01262
DB00451,DB01030
DB00675,DB01033
DB00197,DB01093
DB00566,DB00987
DB00586,DB01183
DB00428,DB00860
DB00694,DB03843
DB00171,DB00188
DB00563,DB00695
DB00220,DB00783
DB00550,DB03619
DB00325,DB00586
DB01236,DB02709
DB00182,DB03843
DB00197,DB00394
DB00773,DB00966
DB00790,DB04216
DB00571,DB00694
DB00441,DB01577
DB00295,DB01065
DB00515,DB01222
DB00624,DB00997
DB00394,DB00586
DB00675,DB00762
DB00179,DB01030
DB00741,DB00907
DB00477,DB01393
DB00412,DB01370
DB00388,DB02546
DB00368,DB01026
DB00763,DB01645
DB00755,DB00871
DB00762,DB01373
DB00564,DB00936
DB00305,DB00945
DB00783,DB00829
DB00966,DB01115
DB00171,DB00472
DB00759,DB01169
DB00531,DB04348
DB01169,DB03255
DB00399,DB00798
DB00526,DB00544
DB01645,DB03128
DB00091,DB01115
DB00363,DB00877
DB00325,DB00783
DB00431,DB01221
DB00564,DB00661
DB00636,DB01345
DB00368,DB02527
DB00158,DB01222
DB00584,DB00907
DB00295,DB00412
DB01042,DB01234
DB00441,DB00482
DB00399,DB00571
DB00694,DB03518
DB00829,DB02709
DB00898,DB01166
DB00328,DB04743
DB00482,DB00970
DB00197,DB00331
DB00441,DB00795
DB00091,DB01017
DB00987,DB02379
DB00783,DB01042
DB00526,DB01593
DB00184,DB00290
DB00526,DB00806
DB00143,DB00675
DB00864,DB04216
DB00834,DB04115
DB01093,DB02587
DB00834,DB04540
DB00451,DB01118
DB00184,DB01169
DB00682,DB01645
DB00448,DB00977
DB00134,DB01183
DB00982,DB01698
DB00863,DB00877
DB00550,DB00822
DB01030,DB01183
DB00503,DB02587
DB00203,DB00563
DB00796,DB02709
DB00184,DB01166
DB00727,DB01065
DB00515,DB00746
DB00179,DB01118
DB00759,DB01064
DB00554,DB01919
DB00988,DB03843
DB00295,DB04216
DB00328,DB00910
DB00675,DB00790
DB00860,DB00945
DB00091,DB00501
DB00277,DB02379
DB00959,DB02587
DB00798,DB01030
DB01085,DB04216
DB00305,DB01296
DB00126,DB01880
DB00541,DB00788
DB00091,DB00945
DB00624,DB00877
DB00470,DB00627
DB00515,DB01696
DB02901,DB04216
DB00526,DB01234
DB00523,DB02709
DB00499,DB01041
DB00162,DB00727
DB00177,DB00675
DB00158,DB00746
DB00316,DB00798
DB00586,DB04743
DB00470,DB00977
DB00328,DB01136
DB00162,DB01132
DB00184,DB00316
DB00822,DB00834
DB00313,DB01033
DB00947,DB01041
DB00277,DB00499
DB00544,DB01880
DB00499,DB00763
DB00970,DB01262
DB00641,DB01645
DB00290,DB00675
DB00290,DB00481
DB00170,DB00481
DB00988,DB03518
DB00316,DB00641
DB00421,DB00798
DB00783,DB02587
DB01254,DB01370
DB01577,DB04224
DB00368,DB02379
DB01076,DB04224
DB00316,DB00668
DB00762,DB01039
DB00898,DB04224
DB00661,DB03843
DB01356,DB02656
DB01093,DB01645
DB00624,DB00815
DB00295,DB00472
DB00325,DB02656
DB00197,DB00695
DB00262,DB00290
DB00252,DB01229
DB00822,DB00959
DB00399,DB00451
DB00586,DB00910
DB00338,DB02709
DB00795,DB00798
DB00458,DB04216
DB00421,DB00641
DB00328,DB01919
DB00860,DB01296
DB00262,DB01169
DB00503,DB01645
DB00279,DB00624
DB00388,DB00407
DB00368,DB00499
DB01041,DB01393
DB01065,DB02546
DB00907,DB04573
DB01064,DB02587
DB00636,DB04115
DB00588,DB04216
DB00636,DB04540
DB00624,DB00709
DB00959,DB01645
DB00848,DB00977
DB00523,DB01356
DB00974,DB01645
DB00586,DB01136
DB00834,DB00988
DB00608,DB00997
DB00412,DB01149
DB00499,DB01698
DB00255,DB00773
DB00499,DB00564
DB00134,DB04743
DB00746,DB00834
DB00396,DB00435
DB00563,DB00834
DB00834,DB00987
DB00550,DB01221
DB00715,DB01169
DB00295,DB00788
DB00678,DB00945
DB01394,DB01593
DB00394,DB01065
DB00412,DB03193
DB00947,DB01698
DB00325,DB01076
DB00970,DB01698
DB00331,DB01041
DB00162,DB04348
DB01698,DB02527
DB00136,DB01085
DB00331,DB01262
DB00630,DB00783
DB02379,DB03467
DB01373,DB04743
DB00641,DB00682
DB00544,DB04513
DB00277,DB01045
DB00550,DB00958
DB00262,DB00316
DB00675,DB01229
DB00495,DB01030
DB00550,DB04690
DB00312,DB01645
DB00412,DB00482
DB00262,DB01064
DB01221,DB02656
DB00675,DB03467
DB00907,DB01592
DB00171,DB00290
DB00412,DB00795
DB00783,DB01645
DB00428,DB01065
DB00331,DB00763
DB00307,DB00564
DB02546,DB02709
DB00877,DB00907
DB00586,DB01919
DB00166,DB03843
DB00515,DB01759
DB00295,DB00533
DB01577,DB03843
DB01097,DB02709
DB00134,DB00910
DB00394,DB00412
DB00563,DB00959
DB01118,DB04557
DB01076,DB03843
DB00945,DB00997
DB00641,DB01159
DB00091,DB01095
DB03518,DB04115
DB00898,DB03843
DB00143,DB01050
DB00627,DB01169
DB01956,DB02379
DB00396,DB00864
DB00316,DB01576
DB00822,DB03128
DB00441,DB01039
DB00166,DB00428
DB00997,DB01050
DB00586,DB02424
DB00188,DB01229
DB00118,DB00184
DB00445,DB00515
DB00541,DB01169
DB00321,DB00396
DB00136,DB00563
DB00741,DB03568
DB02010,DB02527
DB00134,DB01136
DB00471,DB04216
DB00694,DB01593
DB00605,DB04540
DB01064,DB01645
DB01030,DB01136
DB00470,DB01393
DB00317,DB00435
DB00182,DB01593
DB00678,DB01296
DB00227,DB00368
DB00755,DB04066
DB00495,DB00526
DB01115,DB03128
DB00435,DB00624
DB00741,DB00966
DB00435,DB04827
DB00201,DB01041
DB00407,DB00907
DB00441,DB00636
DB00166,DB03518
DB01577,DB03518
DB00554,DB04115
DB00399,DB01093
DB01076,DB03518
DB00747,DB00977
DB00898,DB03518
DB00472,DB00798
DB00171,DB01064
DB00331,DB01698
DB00685,DB04216
DB00143,DB02169
DB00331,DB00564
DB00531,DB00741
DB00136,DB00790
DB00966,DB02527
DB00201,DB00763
DB00175,DB00907
DB00472,DB00571
DB00501,DB00755
DB00997,DB02169
DB00177,DB01577
DB00636,DB00988
DB00091,DB02527
DB00515,DB00727
DB00763,DB00798
DB00277,DB01370
DB00428,DB04216
DB01234,DB01262
DB00134,DB01919
DB01254,DB01577
DB00412,DB00982
DB00563,DB00863
DB00694,DB01234
DB00515,DB01132
DB01030,DB01919
DB01698,DB02379
DB00636,DB00987
DB00806,DB04743
DB00695,DB04557
DB00290,DB01050
DB00170,DB01050
DB00182,DB01234
DB00396,DB00694
DB00773,DB01296
DB00126,DB00136
DB00554,DB02546
DB00746,DB03128
DB00162,DB01248
DB00563,DB03128
DB00252,DB00822
DB00790,DB01064
DB00126,DB00531
DB01373,DB01919
DB00515,DB00758
DB00262,DB00328
DB00331,DB00541
DB01030,DB02424
DB00158,DB00727
DB01593,DB03128
DB00188,DB01262
DB02169,DB04743
DB00783,DB01159
DB00313,DB01229
DB00158,DB01132
DB00331,DB00746
DB01229,DB01852
DB00412,DB00685
DB01373,DB02424
DB00988,DB01593
DB01222,DB01593
DB01136,DB01296
DB00295,DB01169
DB00602,DB00783
DB00126,DB00815
DB00091,DB03057
DB00201,DB00564
DB00316,DB01093
DB00143,DB00796
DB00675,DB01222
DB00290,DB02169
DB00761,DB02709
DB00841,DB04743
DB00788,DB00945
DB00184,DB00669
DB02010,DB02379
DB00783,DB01120
DB00170,DB00759
DB00428,DB00472
DB01262,DB01393
DB00636,DB01275
DB00316,DB00394
DB00143,DB00368
DB01454,DB03568
DB01064,DB01159
DB01136,DB04557
DB00993,DB01296
DB00864,DB01064
DB00997,DB01373
DB00122,DB00860
DB00542,DB04216
DB00675,DB00822
DB00564,DB01229
DB01234,DB01698
DB00720,DB01645
DB01370,DB02709
DB00197,DB00959
DB00388,DB04827
DB00798,DB02587
DB00481,DB04224
DB00481,DB00584
DB00977,DB03128
DB00755,DB01041
DB00624,DB01345
DB01169,DB02701
DB00328,DB02546
DB00668,DB01229
DB00966,DB02379
DB00381,DB00755
DB00431,DB02656
DB02527,DB04115
DB01262,DB01275
DB00515,DB04348
DB02527,DB04540
DB00171,DB00328
DB00988,DB01234
DB00295,DB00316
DB00184,DB00203
DB00184,DB01232
DB00091,DB02379
DB00295,DB01064
DB00316,DB00331
DB00550,DB00586
DB00755,DB00763
DB00171,DB01118
DB00428,DB00788
DB00136,DB03467
DB00136,DB02901
DB00177,DB01373
DB00177,DB00368
DB00255,DB04173
DB00586,DB04115
DB00759,DB02709
DB00407,DB00515
DB00727,DB01169
DB00898,DB02375
DB00158,DB04348
DB00910,DB01174
DB00290,DB00796
DB00091,DB00499
DB00170,DB00796
DB00482,DB00773
DB01115,DB04173
DB00788,DB01296
DB00399,DB00695
DB00550,DB04539
DB00435,DB00523
DB00571,DB00947
DB01174,DB03568
DB00515,DB01128
DB00175,DB00515
DB00170,DB00368
DB00550,DB00783
DB00526,DB01183
DB00290,DB00368
DB00526,DB00877
DB00227,DB04743
DB00252,DB01221
DB00412,DB00636
DB00431,DB01076
DB00091,DB00744
DB00134,DB00295
DB00871,DB01169
DB01050,DB04557
DB01234,DB01696
DB00396,DB01241
DB00184,DB02375
DB00586,DB02546
DB00162,DB00741
DB00188,DB00746
DB00503,DB00641
DB00166,DB00544
DB00495,DB00503
DB00877,DB03568
DB00773,DB00917
DB00526,DB00753
DB00118,DB00977
DB01645,DB02901
DB00755,DB01698
DB00798,DB01645
DB00859,DB00977
DB00822,DB01085
DB01118,DB01454
DB00470,DB04173
DB02709,DB04540
DB00668,DB01262
DB00727,DB01064
DB00313,DB01222
DB00279,DB01262
DB00712,DB01262
DB00481,DB03843
DB00255,DB00762
DB00122,DB00277
DB00877,DB00966
DB00166,DB01593
DB00526,DB00678
DB01577,DB01593
DB00928,DB01229
DB00627,DB03518
DB00997,DB01039
DB01076,DB01593
DB00279,DB00763
DB00947,DB01017
DB00898,DB01593
DB00695,DB00898
DB01030,DB04115
DB00482,DB03128
DB00783,DB00798
DB00170,DB01183
DB01370,DB01394
DB00864,DB01118
DB00277,DB00482
DB01039,DB01577
DB00675,DB01221
DB01759,DB04216
DB01039,DB01149
DB00495,DB02587
DB00871,DB01064
DB00166,DB00550
DB00277,DB00795
DB00136,DB03619
DB00533,DB01229
DB00544,DB00970
DB00636,DB00993
DB00907,DB01065
DB00295,DB00328
DB00515,DB01248
DB00316,DB00695
DB00312,DB00641
DB00407,DB03568
DB01234,DB01268
DB00091,DB01045
DB00197,DB01026
DB00126,DB00184
DB00773,DB00898
DB00564,DB01222
DB00481,DB03518
DB00624,DB04540
DB00184,DB01356
DB01076,DB01394
DB00407,DB00966
DB00458,DB01030
DB00762,DB00864
DB00898,DB01394
DB00502,DB00945
DB00325,DB01169
DB00584,DB00945
DB00134,DB02546
DB00277,DB00325
DB01085,DB01118
DB00162,DB00975
DB00166,DB01234
DB01065,DB04827
DB00305,DB01370
DB00470,DB00762
DB01039,DB02169
DB01076,DB01234
DB00394,DB01169
DB00158,DB01248
DB00175,DB00741
DB00763,DB01093
DB00898,DB01234
DB01016,DB01593
DB00143,DB04743
DB00746,DB01085
DB00441,DB00554
DB00184,DB00550
DB00441,DB00477
DB00695,DB01454
DB00563,DB01085
DB00368,DB00482
DB00262,DB02709
DB00428,DB00580
DB00220,DB00316
DB00388,DB00523
DB00550,DB02656
DB00694,DB00997
DB00997,DB04743
DB00169,DB00898
DB01373,DB02546
DB00279,DB00564
DB00182,DB00997
DB01645,DB03619
DB00428,DB01169
DB00184,DB01394
DB01169,DB01174
DB00313,DB01696
DB01200,DB02379
DB00675,DB01759
DB00755,DB00888
DB00477,DB01262
DB00317,DB00396
DB00396,DB00470
DB00136,DB00822
DB00435,DB01041
DB00715,DB02709
DB01919,DB04173
DB00566,DB01262
DB00523,DB00531
DB00143,DB00910
DB00277,DB00982
DB01016,DB01234
DB00394,DB01064
DB00184,DB01599
DB00279,DB00541
DB00435,DB00763
DB00681,DB02709
DB00566,DB00763
DB00755,DB01268
DB00741,DB04557
DB00818,DB01262
DB00860,DB01370
DB00537,DB04216
DB00584,DB01296
DB00550,DB01076
DB00091,DB01370
DB00143,DB01136
DB00945,DB01345
DB00977,DB01085
DB00678,DB01045
DB00564,DB01696
DB00170,DB04743
DB00290,DB04743
DB00171,DB02709
DB00428,DB01064
DB01039,DB01373
DB00399,DB00834
DB00262,DB01356
DB00563,DB00790
DB00783,DB01576
DB00571,DB02587
DB00122,DB00412
DB00368,DB00982
DB00541,DB02709
DB00988,DB00997
DB00694,DB00877
DB00744,DB00898
DB00675,DB00727
DB00136,DB00388
DB00853,DB03843
DB00624,DB00988
DB00451,DB00798
DB03518,DB04827
DB00363,DB00407
DB00317,DB00470
DB01041,DB01229
DB00531,DB04224
DB00531,DB00584
DB00675,DB01132
DB00515,DB00741
DB01229,DB02587
DB00685,DB01030
DB00331,DB00907
DB00790,DB02709
DB00624,DB00987
DB00428,DB00747
DB00482,DB04173
DB00143,DB01919
DB00290,DB00910
DB00170,DB00910
DB00435,DB01698
DB00435,DB00564
DB01576,DB01645
DB00605,DB00624
DB00399,DB00959
DB00481,DB02375
DB00407,DB00441
DB00197,DB00512
DB01149,DB02656
DB04216,DB04348
DB00755,DB00927
DB01268,DB04216
DB02169,DB02546
DB00822,DB02901
DB00755,DB00818
DB00134,DB00407
DB00158,DB00741
DB00122,DB04216
DB00624,DB01393
DB00982,DB03568
DB00170,DB01136
DB00290,DB01136
DB00554,DB04827
DB00841,DB00864
DB00255,DB03467
DB01050,DB01454
DB00945,DB02527
DB00526,DB02424
DB00313,DB01759
DB00396,DB00526
DB00448,DB01229
DB00136,DB01221
DB00477,DB00541
DB00412,DB01254
DB00627,DB01356
DB00227,DB00295
DB01115,DB02901
DB00305,DB01577
DB00841,DB02546
DB00627,DB01593
DB00441,DB00694
DB00864,DB02709
DB00678,DB01370
DB00608,DB00977
DB00477,DB00746
DB00184,DB01880
DB00158,DB00162
DB01454,DB04557
DB00122,DB00188
DB00624,DB01275
DB00566,DB00746
DB00317,DB01030
DB00481,DB00544
DB00126,DB00338
DB00541,DB01356
DB00136,DB00958
DB01241,DB02709
DB00412,DB00554
DB00227,DB00435
DB00412,DB00477
DB00796,DB00970
DB00482,DB00762
DB00526,DB01345
DB00501,DB02379
DB00421,DB00834
DB00515,DB00975
DB00396,DB01200
DB00126,DB00627
DB02379,DB04348
DB00741,DB00917
DB00290,DB01919
DB00170,DB01919
DB00541,DB00550
DB00126,DB00182
DB00295,DB02709
DB01229,DB01645
DB00481,DB01593
DB00481,DB00806
DB00396,DB00947
DB00627,DB01394
DB00126,DB00977
DB00122,DB00472
DB00783,DB01093
DB00564,DB01759
DB01085,DB02709
DB00428,DB01118
DB00470,DB01229
DB00531,DB03843
DB00316,DB00959
DB00197,DB00563
DB00795,DB00834
DB00136,DB00166
DB00544,DB00627
DB00945,DB04540
DB00523,DB00970
DB00542,DB01030
DB00541,DB01394
DB00399,DB03128
DB00481,DB00550
DB00126,DB00566
DB00746,DB02901
DB00158,DB00975
DB00563,DB02901
DB00328,DB04827
DB00325,DB00428
DB01174,DB01296
DB00624,DB01236
DB00544,DB00977
DB01593,DB02901
DB00169,DB00675
DB00313,DB00727
DB00169,DB00481
DB00203,DB00783
DB00317,DB00526
DB00860,DB01577
DB00331,DB01248
DB00118,DB00313
DB01645,DB04690
DB00313,DB01132
DB00635,DB00783
DB00834,DB01041
DB01064,DB01093
DB00448,DB01262
DB00166,DB00997
DB00675,DB01128
DB00264,DB00412
DB01174,DB04557
DB00325,DB03518
DB00741,DB00898
DB00481,DB01234
DB00898,DB00997
DB00396,DB00841
DB00313,DB00758
DB00091,DB03193
DB00162,DB04557
DB02656,DB03128
DB00331,DB00515
DB00143,DB00295
DB00091,DB00482
DB00727,DB02709
DB00947,DB03568
DB00295,DB01356
DB00584,DB00898
DB01645,DB04573
DB00564,DB00727
DB00993,DB01370
DB00877,DB04557
DB00970,DB03568
DB00624,DB00661
DB00977,DB03467
DB00564,DB01132
DB01248,DB01577
DB01164,DB01645
DB00162,DB00584
DB00977,DB02901
DB00184,DB00997
DB00586,DB04827
DB00264,DB04216
DB01169,DB02533
DB00407,DB01296
DB00871,DB02709
DB00741,DB01454
DB00564,DB00758
DB00755,DB00907
DB00091,DB00325
DB00396,DB01042
DB00563,DB03619
DB00255,DB00822
DB00907,DB01169
DB00252,DB01076
DB01593,DB03619
DB00412,DB01181
DB00136,DB00495
DB00407,DB04557
DB00834,DB01698
DB01118,DB02169
DB00624,DB00993
DB00526,DB04115
DB00313,DB04348
DB00126,DB00987
DB00495,DB00798
DB01234,DB01248
DB00363,DB00624
DB00368,DB00860
DB00788,DB01370
DB00177,DB00435
DB00166,DB00877
DB00143,DB00864
DB00388,DB02701
DB00678,DB01577
DB00945,DB00988
DB00472,DB00834
DB00640,DB00755
DB00495,DB00571
DB00445,DB00898
DB00170,DB00295
DB00290,DB00295
DB01852,DB04216
DB00316,DB01026
DB00470,DB01222
DB00945,DB00987
DB00727,DB01356
DB00328,DB03255
DB00126,DB01393
DB00635,DB02656
DB00695,DB01050
DB00143,DB02546
DB00860,DB00982
DB00966,DB00982
DB00126,DB00255
DB00636,DB01041
DB00636,DB01262
DB00331,DB03568
DB00091,DB00982
DB00997,DB02546
